log_id,customer_id,movement_type,success_rate,response_time_ms,session_date,created_at
846,6,rotate,92.3,115,2025-11-24,2025-11-24 14:43:00
847,7,rotate,99.4,103,2025-11-24,2025-11-24 08:01:00
848,7,flex,95.8,101,2025-11-24,2025-11-24 15:38:00
849,7,grasp,93.2,106,2025-11-24,2025-11-24 08:21:00
850,8,grasp,97.5,93,2025-11-24,2025-11-24 15:33:00
851,8,flex,90.4,102,2025-11-24,2025-11-24 16:54:00
852,8,point,91.1,108,2025-11-24,2025-11-24 15:50:00
853,8,rotate,91.3,80,2025-11-24,2025-11-24 12:09:00
854,4,point,94.6,109,2025-11-25,2025-11-25 12:48:00
855,4,point,90.8,79,2025-11-25,2025-11-25 18:10:00
856,4,grasp,96.8,104,2025-11-25,2025-11-25 14:56:00
857,4,rotate,93.4,125,2025-11-25,2025-11-25 15:50:00
858,5,release,93.0,118,2025-11-25,2025-11-25 12:25:00
859,5,rotate,92.2,87,2025-11-25,2025-11-25 17:17:00
860,5,release,96.7,98,2025-11-25,2025-11-25 19:35:00
861,5,point,98.8,96,2025-11-25,2025-11-25 11:47:00
862,6,point,95.8,120,2025-11-25,2025-11-25 14:30:00
863,6,point,95.7,91,2025-11-25,2025-11-25 18:43:00
864,7,grasp,92.5,77,2025-11-25,2025-11-25 14:35:00
865,7,grasp,98.6,92,2025-11-25,2025-11-25 12:34:00
866,7,release,95.1,98,2025-11-25,2025-11-25 12:12:00
867,7,release,99.4,89,2025-11-25,2025-11-25 18:28:00
868,8,release,94.6,96,2025-11-25,2025-11-25 11:16:00
869,8,flex,97.8,75,2025-11-25,2025-11-25 08:30:00
870,8,grasp,93.2,82,2025-11-25,2025-11-25 15:41:00
871,8,point,94.9,80,2025-11-25,2025-11-25 17:59:00
872,4,release,98.2,91,2025-11-26,2025-11-26 14:58:00
873,4,rotate,90.9,93,2025-11-26,2025-11-26 13:09:00
874,4,rotate,94.1,75,2025-11-26,2025-11-26 12:46:00
875,4,release,91.6,93,2025-11-26,2025-11-26 19:12:00
876,5,rotate,93.5,109,2025-11-26,2025-11-26 18:44:00
877,5,point,96.7,96,2025-11-26,2025-11-26 10:57:00
878,5,release,92.4,117,2025-11-26,2025-11-26 19:57:00
879,5,rotate,90.5,121,2025-11-26,2025-11-26 18:10:00
880,6,point,93.8,78,2025-11-26,2025-11-26 16:22:00
881,6,grasp,92.4,85,2025-11-26,2025-11-26 16:14:00
882,6,flex,97.9,125,2025-11-26,2025-11-26 17:11:00
883,6,grasp,99.0,109,2025-11-26,2025-11-26 18:17:00
884,7,rotate,92.2,81,2025-11-26,2025-11-26 12:57:00
885,7,rotate,93.0,109,2025-11-26,2025-11-26 09:11:00
886,7,release,90.2,78,2025-11-26,2025-11-26 13:57:00
887,8,flex,93.7,104,2025-11-26,2025-11-26 16:42:00
888,8,rotate,95.0,107,2025-11-26,2025-11-26 16:39:00
889,8,rotate,93.5,81,2025-11-26,2025-11-26 16:46:00
890,8,flex,97.1,105,2025-11-26,2025-11-26 17:09:00
891,4,release,97.7,110,2025-11-27,2025-11-27 14:29:00
892,4,rotate,96.4,100,2025-11-27,2025-11-27 08:10:00
893,4,rotate,97.1,87,2025-11-27,2025-11-27 19:58:00
894,4,point,91.1,91,2025-11-27,2025-11-27 08:20:00
895,5,point,95.6,110,2025-11-27,2025-11-27 13:40:00
896,5,rotate,93.3,84,2025-11-27,2025-11-27 11:27:00
897,6,point,98.3,103,2025-11-27,2025-11-27 16:01:00
898,6,flex,96.6,100,2025-11-27,2025-11-27 09:54:00
899,7,point,97.9,99,2025-11-27,2025-11-27 15:46:00
900,7,rotate,90.7,77,2025-11-27,2025-11-27 08:17:00
901,7,grasp,92.1,116,2025-11-27,2025-11-27 16:21:00
902,8,grasp,92.3,95,2025-11-27,2025-11-27 16:26:00
903,8,point,96.8,101,2025-11-27,2025-11-27 14:13:00
904,8,release,93.3,111,2025-11-27,2025-11-27 08:29:00
905,4,rotate,93.8,93,2025-11-28,2025-11-28 09:22:00
906,4,grasp,92.5,75,2025-11-28,2025-11-28 18:49:00
907,4,release,99.4,87,2025-11-28,2025-11-28 09:56:00
908,5,flex,95.0,97,2025-11-28,2025-11-28 19:57:00
909,5,flex,92.2,101,2025-11-28,2025-11-28 17:53:00
910,6,grasp,93.8,101,2025-11-28,2025-11-28 14:42:00
911,6,release,90.5,93,2025-11-28,2025-11-28 16:22:00
912,6,rotate,92.9,106,2025-11-28,2025-11-28 09:08:00
913,6,rotate,92.4,79,2025-11-28,2025-11-28 19:29:00
914,7,grasp,94.0,92,2025-11-28,2025-11-28 13:18:00
915,7,point,94.9,83,2025-11-28,2025-11-28 14:00:00
916,7,release,96.1,124,2025-11-28,2025-11-28 12:10:00
917,7,rotate,94.1,104,2025-11-28,2025-11-28 09:55:00
918,8,release,95.6,91,2025-11-28,2025-11-28 11:21:00
919,8,release,96.3,109,2025-11-28,2025-11-28 14:39:00
920,4,flex,94.9,87,2025-11-29,2025-11-29 17:18:00
921,4,release,93.2,86,2025-11-29,2025-11-29 13:10:00
922,4,grasp,91.2,118,2025-11-29,2025-11-29 18:05:00
923,5,flex,97.0,83,2025-11-29,2025-11-29 15:00:00
924,5,release,92.0,109,2025-11-29,2025-11-29 17:24:00
925,5,flex,90.9,124,2025-11-29,2025-11-29 15:06:00
926,5,release,95.1,112,2025-11-29,2025-11-29 11:58:00
927,6,point,92.6,104,2025-11-29,2025-11-29 18:03:00
928,6,release,91.1,93,2025-11-29,2025-11-29 14:40:00
929,7,point,90.5,113,2025-11-29,2025-11-29 18:53:00
930,7,point,92.7,109,2025-11-29,2025-11-29 14:47:00
931,8,release,99.0,85,2025-11-29,2025-11-29 11:49:00
932,8,point,93.4,80,2025-11-29,2025-11-29 19:42:00
933,8,flex,92.0,107,2025-11-29,2025-11-29 15:26:00
934,4,point,95.7,112,2025-11-30,2025-11-30 08:25:00
935,4,rotate,93.0,124,2025-11-30,2025-11-30 19:19:00
936,4,release,96.4,95,2025-11-30,2025-11-30 10:33:00
937,5,grasp,99.2,113,2025-11-30,2025-11-30 19:53:00
938,5,grasp,96.3,124,2025-11-30,2025-11-30 11:04:00
939,6,release,96.3,97,2025-11-30,2025-11-30 16:46:00
940,6,release,98.6,106,2025-11-30,2025-11-30 15:17:00
941,6,grasp,98.9,92,2025-11-30,2025-11-30 19:15:00
942,6,point,98.2,113,2025-11-30,2025-11-30 09:28:00
943,7,point,96.6,87,2025-11-30,2025-11-30 16:57:00
944,7,flex,91.7,83,2025-11-30,2025-11-30 14:27:00
945,8,point,91.6,82,2025-11-30,2025-11-30 13:14:00
946,8,point,95.1,123,2025-11-30,2025-11-30 11:26:00
947,8,grasp,90.1,95,2025-11-30,2025-11-30 19:00:00
